mblogid,_id,url,comments_count,user_id,user_name,content
PlgSSylGF,5150697948186521,https://weibo.com/1948654380/PlgSSylGF,7,1948654380,福州校园,【#第八届数字峰会将在福州开幕# 】第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办，[憧憬]本届峰会主题为“二十五载奋进路 数字中国谱新篇——数智引领高质量发展”[哇]。（via.[音乐]福州日报）#福建海蛏即将大量上市# http://t.cn/A6ry2olD 
PlgUh7546,5150698811687770,https://weibo.com/2729135114/PlgUh7546,1,2729135114,福清发布,4月29日在福州开幕！第八届数字中国建设峰会还有这些亮点！http://t.cn/A6ry2nVE 
Plo14Bcsf,5150972108866015,https://weibo.com/7392791044/Plo14Bcsf,1,7392791044,有事儿问柒叔,"高质量数据集貌似在动，国新健康、桑达A、易华录这些

国家数据局在第八届数字中国建设峰会发布会上明确，将加快推动数据要素与人工智能产业融合，提出""人工智能+行动推进到哪里，高质量数据集的建设和推广就要到哪里""。 "
Plw0M7rgz,5151279441773111,https://weibo.com/7840889308/Plw0M7rgz,3,7840889308,海阳市融媒体中心,第八届数字中国建设峰会将于4月29日至30日在福州举办 http://t.cn/A6rGngGE 
PlG0R89fB,5151663891942187,https://weibo.com/5364020718/PlG0R89fB,4,5364020718,最爱福州,"本月底！大批知名企业相约有福之州

第八届数字中国建设峰会现场体验区将于28日起亮相，三大运营商要来了！中国电科、中国电子要来了！华为、阿里、腾讯、科大讯飞要来了！一汽集团、国铁集团、中国交建也要来了！ "
Pm8BIeXT8,5152763063566806,https://weibo.com/1914023002/Pm8BIeXT8,4,1914023002,盘石,第八届数字中国建设峰会时间定了！ http://t.cn/A6ri8hmn 
PmLWCr1ZK,5154275186442528,https://weibo.com/2639029341/PmLWCr1ZK,1,2639029341,福州发布,#福州赛事# 【大数据融合应用分论坛报名通道开启】第八届数字中国建设峰会将在福州举办。本届峰会设置电子政务、数字文化、数字生态文明等21个分论坛，其中数据主题分论坛有5个子论坛。目前，大数据融合应用分论坛报名通道已全部开启，有意者可通过数字中国建设峰会小程序报名。http://t.cn/A6rWp846 
PnNLX7OCl,5156728731862873,https://weibo.com/2639029341/PnNLX7OCl,4,2639029341,福州发布,#聚焦第八届数字中国建设峰会#【“院士专家行”28日举办 院士最新数字建设成果展将亮相】#有福之州遇见数智未来# 记者17日从第八届数字中国建设峰会组委会获悉，作为本届峰会的特色活动之一，“院士专家行”（论坛）将于28日晚在中庚聚龙酒店召开。#数字中国建设峰会福州见#http://t.cn/A6rkVHnD 
PnOajbbVd,5156743832667439,https://weibo.com/2639029341/PnOajbbVd,4,2639029341,福州发布,#科技福州# 【数字化列车将“驶入”峰会 现场设置骑行挑战】从第八届数字中国建设峰会组委会获悉，峰会现场体验区西门子交通中国展区将引进一辆数字化列车实体模型，通过充满科技感的造型，将数字化技术与实体列车相结合，呈现全球及本地的创新数字化解决方案。http://t.cn/A6rkiQ38 
PnZM3dWr5,5157190073322895,https://weibo.com/3665674205/PnZM3dWr5,2,3665674205,沂源发布,【#福州地铁公交又要免费了#】“泼天”的免费又来了！第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办，4月28日至5月5日期间，总共8天，福州地铁、公交免费！#福州地铁#  #福州[地点]# http://t.cn/A6dvCk04 
PnX8bBjeC,5157088478892078,https://weibo.com/1698857957/PnX8bBjeC,4,1698857957,海峡都市报,【#福州地铁公交又要免费了#】“泼天”的免费又来了！第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办，4月28日至5月5日期间，总共8天，福州地铁、公交免费！#福州地铁#  #福州[地点]# http://t.cn/A6dvCk04 
PnXcF4s3O,5157091251061180,https://weibo.com/2639029341/PnXcF4s3O,2,2639029341,福州发布,#福州便民信息# 【4月28日至5月5日！福州地铁公交免费！】第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办，4月28日至5月5日期间福州地铁、公交免费！http://t.cn/A6dv901E 
PnWQ2xhW3,5157077227933771,https://weibo.com/2553604372/PnWQ2xhW3,1,2553604372,福州新闻网fznews,#福州新闻[超话]#【4月28日至5月5日！福州地铁公交免费！】#数字中国建设峰会福州见#第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办，4月28日至5月5日期间福州地铁、公交免费！#聚焦第八届数字中国建设峰会# http://t.cn/A6dvSfwT http://t.cn/A6dvSMcx 
Po5Nd2xKv,5157421430606391,https://weibo.com/5904699447/Po5Nd2xKv,1,5904699447,不负明天的伟大梦想,【#福州地铁公交又要免费了#】“泼天”的免费又来了！第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办，4月28日至5月5日期间，总共8天，福州地铁、公交免费！#福州地铁#  #福州[地点]# http://t.cn/A6dvCk04 
PohD12TR2,5157876390691364,https://weibo.com/1948630450/PohD12TR2,25,1948630450,厦门校园,【#五一期间福州地铁公交免费啦#】第八届数字中国建设峰会将于4月29日至4月30日在福建省福州市举办[并不简单]。为方便数字峰会，“五一”期间市民出行，4月28日-5月5期间福州开展地铁、公交免费乘车活动[哇]。（via.[音乐]福州日报）  http://t.cn/A6dw80Yq 
Pos2f3t0l,5158276430826481,https://weibo.com/2557129567/Pos2f3t0l,12,2557129567,华为中国,"第八届#数字中国建设峰会#来了
我们#福州#见
[送花花][送花花][送花花] "
PoyWVkNtq,5158542214956740,https://weibo.com/7867593842/PoyWVkNtq,2,7867593842,来自天翼云的云宝,【福启云端，相约榕城，4月29日，不见不散！】#第八届数字中国建设峰会#将于4月29日在福建省福州市盛大启幕。同期，智能云合作论坛将于4月29日下午举行。#天翼云#邀您共赴盛典！@中国电信 #数智国云 共谱新篇# #算力即国力# http://t.cn/A6d4HRMl 
PoDTO77qy,5158732481696850,https://weibo.com/7589331641/PoDTO77qy,2,7589331641,PHYTIUM飞腾,"倒计时5天，锁定 #数字中国建设峰会#！
一起见证 #飞腾CPU# 新芯力量！
[拳头][拳头] "
Pozp6Bzij,5158559688953811,https://weibo.com/1658388624/Pozp6Bzij,1,1658388624,新浪福建,#跟着攻略玩转数字福州#从古今结合的梦幻碰撞到眼花缭乱的智慧未来，与“数字人”谈天说地和“机器狗”踩点热舞……一大波数字应用正在“赶来”福州！#第八届数字中国建设峰会# 你逛过数字中国建设峰会吗？ http://t.cn/A6d4sATZ 
PozqA9tOQ,5158560602259580,https://weibo.com/1678943394/PozqA9tOQ,1,1678943394,福州头条,#跟着攻略玩转数字福州#从古今结合的梦幻碰撞到眼花缭乱的智慧未来，与“数字人”谈天说地和“机器狗”踩点热舞……一大波数字应用正在“赶来”福州！#第八届数字中国建设峰会# 每一年数字中国建设峰会来临时，你的第一反应是？ http://t.cn/A6d4slZQ 
PoyIgoKrw,5158533125898402,https://weibo.com/1658388624/PoyIgoKrw,3,1658388624,新浪福建,第八届数字中国建设峰会将于2025年4月28日-5月4日在福州召开，中国移动届时将在峰会期间举办中国移动人工智能生态大会，设立主题展、主旨论坛及多个配套活动，我们诚挚邀请您莅临大会，共同见证一场人工智能与科技的盛宴，共创数智化美好未来! http://t.cn/A6dy9Tmn 
PoIxYaBRX,5158911142528853,https://weibo.com/7867593842/PoIxYaBRX,1,7867593842,来自天翼云的云宝,"[good]引领云智一体
[努力]谱写数智未来
第八届数字中国建设峰会
2025智能云生态大会
🎉智能云合作论坛🎉
⏳ 倒计时5天
⏰ 4月29日14:00｜福州
共赴国云硬核科技创新之约 
#数智国云 共谱新篇##算力即国力##天翼云#@中国电信 "
PoIBqCHOE,5158913289224896,https://weibo.com/5749860995/PoIBqCHOE,3,5749860995,铀媒,4月28日-5月4日，#第八届数字中国建设峰会# 将在福州海峡会展中心举办。蜜度携城感通、模力通亮相，体验科技魅力，揭秘数据“智”理！速扫码报名，探索数智未来！ #有福之州遇见数智未来# 
PoHWDfhAC,5158887993642538,https://weibo.com/2557129567/PoHWDfhAC,420,2557129567,华为中国,丹青绘智，山河焕彩。4月28日-5月4日，榕城福州，#华为#诚邀您莅临#第八届数字中国建设峰会#华为展台及系列活动现场，见证#万智互联#加速迈向智能世界！ http://t.cn/A6dqrHHb 
PoRaTBJCq,5159242798993498,https://weibo.com/1649608047/PoRaTBJCq,13,1649608047,天极网,距第八届数字中国建设峰会现场体验区开幕仅剩3天。众多科技成果惊艳集结、蓄势待展，超800位企业家与院士专家齐聚福州，一场关乎数字中国未来的行业盛宴即将开启！！#第八届数字中国建设峰会# 
PoRZt2Dkc,5159274150627824,https://weibo.com/2001627641/PoRZt2Dkc,522,2001627641,中国移动,"是一路随行的护驾
是舒适便捷的智能
第八届数字中国建设峰会中国移动人工智能生态大会
3天后，相约数字中国
#智焕新生共创AI+时代##移起AI+# "
PoViC8QSn,5159401342109883,https://weibo.com/2557129567/PoViC8QSn,7,2557129567,华为中国,和华为一道 开启#第八届数字中国建设峰会# 之旅[哇][哇][哇] 
PoUZkmU7k,5159389385458934,https://weibo.com/2557129567/PoUZkmU7k,9,2557129567,华为中国,"双万兆启航 开启万智互联
#第八届数字中国建设峰会# 
倒计时3天
🕜4月28日-5月4日
📍中国·福州 海峡国际会展中心
#华为# 诚邀您共赴福州
加速迈向智能世界 "
PoRzfxppM,5159257897962522,https://weibo.com/1658388624/PoRzfxppM,11,1658388624,新浪福建,第八届数字中国建设峰会将于2025年4月28日-5月4日在福州召开，中国移动届时将在峰会期间举办中国移动人工智能生态大会，设立主题展、主旨论坛及多个配套活动，我们诚挚邀请您莅临大会，共同见证一场人工智能与科技的盛宴，共创数智化美好未来! http://t.cn/A6dy9QNm 
PoQMxAy79,5159227698710947,https://weibo.com/7589331641/PoQMxAy79,1,7589331641,PHYTIUM飞腾,"倒计时 3 天，锁定 #数字中国建设峰会#！
一起见证 #飞腾CPU# 新芯力量！
[拳头][拳头] "
Pp0UNpG5f,5159617216119973,https://weibo.com/2002148123/Pp0UNpG5f,1451,2002148123,中国联通,二十五载奋进路 ，数字中国建设谱新篇。中国联通拥抱智能，向新前行，聚力打造创新引擎，推动数字基础设施高质量发展，不断满足人们对美好信息生活的新向往。#第八届数字中国建设峰会#即将启幕，敬请关注！#精品网络智联中国# http://t.cn/A6dMLNxp 
Pp4CVgRPe,5159759894020156,https://weibo.com/2557129567/Pp4CVgRPe,6,2557129567,华为中国,"AI驱动 重塑千行万业
#第八届数字中国建设峰会# 
倒计时2天
🕜4月28日-5月4日
📍中国·福州 海峡国际会展中心
#华为# 诚邀您共赴福州
加速迈向智能世界 "
Pp4PcqXov,5159767506424843,https://weibo.com/2557129567/Pp4PcqXov,11,2557129567,华为中国,"数字中国建设峰会丨华为ICT产品组合方案精彩抢先看！
[憧憬][憧憬][憧憬]
#第八届数字中国建设峰会# "
Pp1o6le96,5159635385059268,https://weibo.com/2001627641/Pp1o6le96,525,2001627641,中国移动,"是实时响应的守护
是美好生活的回应
第八届数字中国建设峰会中国移动人工智能生态大会
2天后，相约数字中国
#智焕新生共创AI+时代# #移起AI+# "
Pp0ZKqEnc,5159620286351726,https://weibo.com/7867593842/Pp0ZKqEnc,1,7867593842,来自天翼云的云宝,"坚持自主创新 加速国产替代
#第八届数字中国建设峰会#
#2025智能云生态大会#·智能云合作论坛
⏳ 倒计时3天
⏰ 4月29日14:00｜福州
国家队“顶配方案”即将揭晓
#数智国云 共谱新篇##算力即国力##天翼云#@中国电信 "
Pp0fOsnGa,5159591806764210,https://weibo.com/3365993480/Pp0fOsnGa,3,3365993480,福建日报,#2025数字中国建设峰会# 【快收藏！第八届数字中国建设峰会主要日程安排表来了！】第八届数字中国建设峰会将于4月29日至30日在福建省福州市举行，收好这份日程安排表，第八届数字中国建设峰会精彩活动先睹为快！#第八届数字中国建设峰会##数字中国建设峰会福州见# 戳图↓↓↓http://t.cn/A6dIqsUC 
Pp0BonhfT,5159605185547877,https://weibo.com/1649608047/Pp0BonhfT,12,1649608047,天极网,第八届数字中国建设峰会现场体验区倒计时2天！海量创新成果、前沿技术即将集体亮相。让我们相聚福州海峡国际会展中心，一起感受数字浪潮的震撼！#第八届数字中国建设峰会# 
Pp5Xt7QdY,5159811071869050,https://weibo.com/2479346341/Pp5Xt7QdY,1,2479346341,大猫猫猫猫同学,"#福州[地点]# 又是一年春和景明，我们又将迎来一年一度的数字中国建设峰会。我们用这段航拍告诉你，这一年来的福州有多美！
#福州航拍##有福之州##数字中国建设峰会# http://t.cn/A6dxWmLi "
Ppf4z5h6Z,5160161431257421,https://weibo.com/1864204590/Ppf4z5h6Z,4,1864204590,台海时刻,#各界大咖点赞数字中国建设峰会# 卢麒元：在新时代建设中国特色社会主义，最伟大的物理建设之一就是建设数字中国。4月29日-30日中国·福州，#第八届数字中国建设峰会# http://t.cn/A6d6CLK2 
Ppf6sC4MD,5160162609074855,https://weibo.com/1864204590/Ppf6sC4MD,1,1864204590,台海时刻,#台湾各界大咖点赞祝福福建这场活动#台湾各界大咖点赞祝福福建这场活动#  新党主席吴成典：数字中国建设峰会不仅是数字技术最前沿的展示舞台，更是展望未来的窗口。让我们相约在有福之州，共襄数字盛会。4月29日-30日中国·福州，#第八届数字中国建设峰会# http://t.cn/A6d6C8mM 
PpelMwWqJ,5160133667851105,https://weibo.com/2752396553/PpelMwWqJ,9,2752396553,国资小新,【戳视频看↓↓↓央企“黑科技”即将亮相#第八届数字中国建设峰会#[酷]】当无人机划破长空，当智慧网络织就数字天幕，一场低空经济新浪潮正席卷八闽山海！@中国联通 用科技之翼勾勒“立体福建”新图景，探索数字天空的无限可能。#拥抱智能向新前行#http://t.cn/A6diD1hf 
PpcIS9fOk,5160071102205732,https://weibo.com/5364020718/PpcIS9fOk,3,5364020718,最爱福州,第八届数字中国建设峰会 福州准备好了 
PpclA1N7y,5160056660427152,https://weibo.com/1658388624/PpclA1N7y,1,1658388624,新浪福建,#福州这场国家级盛会可以预约了# 第八届数字中国建设峰会现场体验区将于4月28日—5月4日在福州海峡国际会展中心开放，海量硬核科技和创新成果组团亮相，大批数字新技术新产品首发，你是不是已经迫不及待要去看了呢？你对科技展有兴趣吗？ http://t.cn/A6diN7qH 
PpaOBgFJj,5159997773973661,https://weibo.com/2001627641/PpaOBgFJj,532,2001627641,中国移动,"是瞬时共鸣的理解
是恰到好处的默契
第八届数字中国建设峰会中国移动人工智能生态大会
1天后，相约数字中国，不见不散
#智焕新生共创AI+时代# #移起AI+# "
Ppa1Tejsg,5159967573411380,https://weibo.com/1649608047/Ppa1Tejsg,12,1649608047,天极网,第八届数字中国建设峰会现场体验区明日震撼启幕！5.6万㎡展区变身 “科技万花筒”，海量硬核科技成果即将在这里绽放。明天，福州海峡国际会展中心，我们不见不散！#第八届数字中国建设峰会# 
Pp9DxkQaO,5159952474967118,https://weibo.com/7589331641/Pp9DxkQaO,1,7589331641,PHYTIUM飞腾,"倒计时 1 天，锁定 #数字中国建设峰会#！
一起见证 #飞腾CPU# 新芯力量！
[拳头][拳头] "
Ppg0ixRnr,5160197228070009,https://weibo.com/6827682617/Ppg0ixRnr,4,6827682617,黄子勋的微博,来噜#第八届数字中国建设峰会#  
PpaxviDAi,5159987174442070,https://weibo.com/7867593842/PpaxviDAi,1,7867593842,来自天翼云的云宝,"一朵云的生长
不止于连接，更在于支撑
与数字中国同频共振
#第八届数字中国建设峰会# 智能云生态成果展
4月28日至5月4日
和#天翼云#“翼”起见证精彩！
#数智国云 共谱新篇##算力即国力#@中国电信 http://t.cn/A6dJYCMr "
PpaBcCPeX,5159989469253435,https://weibo.com/7867593842/PpaBcCPeX,1,7867593842,来自天翼云的云宝,"👍融合产业力量☁️擘画生态蓝图
#第八届数字中国建设峰会#
#2025智能云生态大会#
🎉智能云合作论坛⏳ 倒计时2天
⏰ 4月29日14:00｜相约福州
#数智国云 共谱新篇##算力即国力##天翼云#@中国电信 "
PpdtXke8c,5160100294820884,https://weibo.com/2001627641/PpdtXke8c,522,2001627641,中国移动,当峰会现场网速快到飞起，是谁在背后偷偷上分？移动数智天团闪现幕后，用黑科技buff叠满网络防御，#第八届数字中国建设峰会# 等你来！#智焕新生共创AI+时代##移起AI+# http://t.cn/A6dieZzK 
PpdSUtICS,5160115767083058,https://weibo.com/2557129567/PpdSUtICS,7,2557129567,华为中国,#万智互联# 加速迈向智能世界！4月28日-5月4日，#第八届数字中国建设峰会#华为主展台，海峡国际会展中心3号馆，期待您的莅临！#华为# http://t.cn/A6d67vM9 
PpeDhyDW4,5160144518256668,https://weibo.com/1678943394/PpeDhyDW4,5,1678943394,福州头条,【#数字峰会逛展攻略来了#】“福建舰”“复兴号”……“哪吒”“敖丙”……科技圈、动漫圈的“顶流”都来了！坐“VR当汗血宝马”狂飙看国画书法机器人挥毫泼墨和美女机器人唱歌跳舞唠嗑……机器人天团和数字新技术、新产品已抵达#第八届数字中国建设峰会# ！(福州日报) 
PpezTj66o,5160142414551692,https://weibo.com/2001627641/PpezTj66o,530,2001627641,中国移动,“加速，中国移动报到”，每一步都在走进美好未来，中国移动展台亮相#第八届数字中国建设峰会# ，解锁AI+时代的无限可能！#智焕新生共创AI+时代##移起AI+# http://t.cn/A6d6GwAG 
Ppd0ylfp5,5160082065064103,https://weibo.com/2001627641/Ppd0ylfp5,528,2001627641,中国移动,【一年一度！八闽大地又有新惊喜！】三都澳海域，风光旖旎，渔排连片，是我国著名的渔业产区。2004年，为填补三都澳海域通信空白，中国移动在此设立全国唯一的海上营业厅，它成为了海域群众的“信息港湾”。#第八届数字中国建设峰会# #智焕新生共创AI+时代#  #移起AI+#  http://t.cn/A6diRiHc 
Ppa88BxUP,5159971448948511,https://weibo.com/1975415803/Ppa88BxUP,93,1975415803,中国电信,"第八届数字中国建设峰会
#2025智能云生态大会#
数智国云 共谱新篇 倒计时3天
2025.04.30中国·福州 邀您共鉴
#科技翼力量# "
PpjQK2956,5160345060511568,https://weibo.com/1658388624/PpjQK2956,4,1658388624,新浪福建,第八届数字中国建设峰会于2025年4月28日-5月4日在福州召开，中国移动在峰会期间举办中国移动人工智能生态大会，设立主题展、主旨论坛及多个配套活动，我们诚挚邀请您莅临大会，共同见证一场人工智能与科技的盛宴，共创数智化美好未来! http://t.cn/A6dXC0j4 
Ppjso9KNK,5160329962324860,https://weibo.com/1649608047/Ppjso9KNK,12,1649608047,天极网,"第八届数字中国建设峰会现场体验区震撼开启！众多数字行业龙头企业汇聚，海量创新成果惊艳登场。4月28日14:00天极网、比特网双平台同步直播，邀你“云""盛会! 一键解锁数字前沿科技，沉浸式见证数字中国建设的创新成果。#第八届数字中国建设峰会# "
Ppdbo3VfL,5160088780935069,https://weibo.com/2274557072/Ppdbo3VfL,21,2274557072,吉祥新闻,"数智重构 管理新生
第八届数字中国建设峰会中国一汽现场体验区全景直播
4月29日至4月30日
敬请期待#数字峰会中国一汽现场体验##数智重构管理新生# （初审：许印德 复审：卢泽旭、刘紫涵 终审：上官圣） "
Ppde2kiDw,5160090424838202,https://weibo.com/2557129567/Ppde2kiDw,5,2557129567,华为中国,"数智赋能 万象焕新共生
#第八届数字中国建设峰会# 
倒计时1天
🕜4月28日-5月4日
📍中国·福州 海峡国际会展中心
#华为#诚邀您共赴福州
加速迈向智能世界 "
PpeVU5cda,5160156061238584,https://weibo.com/1678943394/PpeVU5cda,3,1678943394,福州头条,#数字峰会逛展攻略来了#第八届数字中国建设峰会现场体验区将于4月28日—5月4日在福州海峡国际会展中心1、2、3、4、9号馆开放。#第八届数字中国建设峰会# http://t.cn/A6d66xMA 
PpfhJaR9j,5160169592587589,https://weibo.com/1698857957/PpfhJaR9j,4,1698857957,海峡都市报,【#在福州烟台山解锁数字文旅新玩法# 】#第八届数字中国建设峰会#即将开幕，@海峡都市报 记者探访福州烟台山爱国路2号5G+MR元宇宙沉浸式体验项目，以及首个5G-A×AI智慧景区项目，体验“数字+文旅”的新玩法。 #有福之州遇见智慧未来# 
Ppf8vo9oc,5160163875755968,https://weibo.com/1864204590/Ppf8vo9oc,2,1864204590,台海时刻,#在福州沉浸式体验科幻片里的日常# 机器人会取代老师吗？看，10后小朋友们给出了满分开卷答案！4月29日-30日中国·福州，#第八届数字中国建设峰会# 原来童言童语还能这么解码硬核科技～ http://t.cn/A6d6Nfl9 
PpnmNddSH,5160480253151627,https://weibo.com/1864204590/PpnmNddSH,1,1864204590,台海时刻,没有驾照 也能在#第八届数字中国建设峰会#驾驶时速350km/h的复兴号？#台海时刻# http://t.cn/A6dSihWi 
PpmYHulZP,5160465317234397,https://weibo.com/5993581628/PpmYHulZP,1,5993581628,攻城狮_阿龙,#数字中国建设峰会#  
PpmcRzMjV,5160435658527227,https://weibo.com/2002148123/PpmcRzMjV,1536,2002148123,中国联通,中国联通以“低空+”为核心，深度融合5G-A通感一体、毫米波定位等前沿技术，解锁低空经济与干行百业的融合。4月28日至5月4日，我们与您相约福州海峡会展中心，走进#第八届数字中国建设峰会#·中国联通低空经济展区，解锁低空经济新时代！扫码了解更多↓↓#拥抱智能向新前行# 
PpirXfb2a,5160291253617338,https://weibo.com/3660447174/PpirXfb2a,56,3660447174,全球纳贤,#卢麒元[超话]#第八届数字中国建设峰会 http://t.cn/A6dXUHYz 
PpiYdqeL1,5160311256253259,https://weibo.com/1826017320/PpiYdqeL1,1,1826017320,IT之家,【第八届数字中国建设峰会明日开幕：现场体验区今日起向公众开放，首个开源鸿蒙桌面操作系统 KaihongOS 亮相】国家数据局宣布，目前各项准备工作已基本完成，5.6 万平方米的现场体验区从今天（28 日）起向公众开放，人工智能和数据元素突出。 
PpmWSxer1,5160464187920315,https://weibo.com/1678943394/PpmWSxer1,2,1678943394,福州头条,【数智建行 乘峰破浪】踏数浪，感“数度”。解锁AI助手、“科创雷达”评价工具，一分购福品，0元拍特产，体验建行版“模拟人生”；开打“消保八段锦”……4月28日-5月4日，#第八届数字中国建设峰会# 建行展厅（福州海峡国际会展中心9号馆建行厅），一起来和#数字峰会建个面# 吧！ 
Ppp9639BA,5160548640751910,https://weibo.com/1647860065/Ppp9639BA,5,1647860065,厦门航空,第八届数字中国建设峰会将于2025年4月29日至30日在福建省福州市举办，小白鹭向各界嘉宾传达来自福山福水的诚挚欢迎~[打call] 
PpkIdvBra,5160378217532080,https://weibo.com/1144393351/PpkIdvBra,16,1144393351,通信老柳,#第八届数字中国建设峰会# 联通和厦门大学合作研发的5G-A无人机来了，带算力模块，汽油发动，一次能飞六七个小时，时速最高200公里。这个是没有加外壳，整个外壳都套上后，就像个小的直升飞机，可以承重80公斤，价格真还不贵，要不要预订一套[哈哈]#中国联通##人工智能机器人# http://t.cn/A6dSvHEL 
Ppp7pDVzz,5160547599516105,https://weibo.com/2001627641/Ppp7pDVzz,524,2001627641,中国移动,"别人看风景，我看未来，来中国移动展区直接打卡AI+时代！
#智焕新生共创AI+时代##移起AI+##第八届数字中国建设峰会##中国移动人工智能生态大会# http://t.cn/A6doz0U8 "
Ppowy5F0q,5160524741349270,https://weibo.com/3365993480/Ppowy5F0q,5,3365993480,福建日报,#2025数字中国建设峰会# 云端探“数”｜我在数字峰会，遇见了未来之光 #第八届数字中国建设峰会##数字中国建设峰会福州见# http://t.cn/A6dSdxFm 
PpkLxwoIT,5160380277721535,https://weibo.com/2001627641/PpkLxwoIT,527,2001627641,中国移动,数字产业圈一年一度的“顶流盛会”第八届数字中国建设峰会在福州再燃“烽火”。福州海峡国际会展中心一秒化身“未来科技城”，AI智能机器人齐聚一堂，无人机与飞行器蓄势待发，现场体验区已面向公众开放！#第八届数字中国建设峰会# #智焕新生共创AI+时代##移起AI+#  http://t.cn/A6da772b 
PpjKUb9IJ,5160341442658977,https://weibo.com/2001627641/PpjKUb9IJ,527,2001627641,中国移动,【央视报道】#第八届数字中国建设峰会# 现场体验区今起开放。中国移动表示：未来，家庭服务机器人产业链将更加成熟、应用场景将不断细分。#智焕新生共创AI+时代# http://t.cn/A6dXNHxl 
PplgAyGDt,5160399528267047,https://weibo.com/1948654380/PplgAyGDt,12,1948654380,福州校园,#来福州探秘数字中国建设峰会# 数字中国建设峰会即将在福州举办！[打call]福州变身赛博朋克试验场！AR眼镜解锁三坊七巷“数字历史层”，闽江夜游投影AI水墨画，会展中心门口机器人派发“未来通行证”！速来打卡：拍下最炫数字装置吧！[送花花]（via.[音乐]福州日报） http://t.cn/A6dayFFb 
PplgCqEZJ,5160399546354115,https://weibo.com/2729096334/PplgCqEZJ,37,2729096334,福建气象,#数字气象护航新福建建设# 倒计时1天！数字中国建设峰会数字气象分论坛与您相约福州 http://t.cn/A6dayscf 
PpkDskZOF,5160375265004185,https://weibo.com/2001627641/PpkDskZOF,523,2001627641,中国移动,#咪咕亮相数字峰会# 第八届数字中国建设峰会正在进行时！直击中国移动咪咕展区：AI+大空间、AI+视频彩铃、AI+合拍、AI+音乐、AI+智能陪练、AI+直播制播等重点区域，超多科技创意玩法等你来体验！#智焕新生共创AI+时代# #移起AI+# http://t.cn/A6davrIS 
