_id,mblogid,created_at,ip_location,reposts_count,comments_count,attitudes_count,source,isLongText,pic_num,keyword,url,user_id,user_name,user_verified,content
,Q2ibLvMxU,2025-08-30 22:13:37,贵州,0,0,0,,,,"贵州,数博会",https://weibo.com/6832737888/Q2ibLvMxU,6832737888,DDgxw2025,True,8月28日至30日，2025数博会在贵阳举办，本届数博会设置了数智领航馆、数智基建馆、数智服务馆、数智应用馆、数智创新馆、数智体验馆6大主题展馆，每个展馆都亮点满满，当在DeepSeek输入“最有趣、最前沿、最有用、最有互动感”等关键词后，它生成了一份干货满满的参观攻略！#2025数博会太好逛了#。
,Q2i9Mo9M7,2025-08-30 22:08:43,贵州,0,0,0,,,,"贵州,数博会",https://weibo.com/2105042530/Q2i9Mo9M7,2105042530,贵阳新闻综合广播,True,8月28日至30日，2025数博会在贵阳举办，本届数博会设置了数智领航馆、数智基建馆、数智服务馆、数智应用馆、数智创新馆、数智体验馆6大主题展馆，每个展馆都亮点满满，当在DeepSeek输入“最有趣、最前沿、最有用、最有互动感”等关键词后，它生成了一份干货满满的参观攻略！#2025数博会太好逛了##2025数博会亮点盘点#。
5205464457412771,Q2i9Dv6oP,2025-08-30 22:08:21,,0,0,0,iPhone客户端,False,0,,https://weibo.com/2105042530/Q2i9Dv6oP,2105042530,贵阳新闻综合广播,True,#2025数博会#【汤寒林：在贵阳贵安打造国有数据代运营“中国样本” 】『2025数博会｜汤寒林：在贵阳贵安打造国有数据代运营“中国样本”』http://t.cn/AXvDaIiF 
,Q2i95coZc,2025-08-30 22:07:00,贵州,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5217245096/Q2i95coZc,5217245096,贵阳银行官方微博,True,2025中国国际大数据产业博览会落幕，据了解，我国数据产业的规模增长迅猛，目前超过5.8万亿元，数据产业吸引了近500万人的就业人员，包括了像数据标注员、数据经纪人、数据科学家、数据分析师、算法工程师等等。
,Q2i8pqUHK,2025-08-30 22:05:21,广西,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/8000089965/Q2i8pqUHK,8000089965,要做就做人生的大赢家,False,8月28日，在2025中国国际大数据产业博览会“高质量数据集主题交流活动”上，具身智能灵巧手多样抓取仿真数据集（DexonomySim）开源发布。具身智能灵巧手多样抓取仿真数据集（DexonomySim）是在国家数据局数 （分享自 @云财经）居家好物馆只为懂的你
5205461835975620,Q2i5pp4wY,2025-08-30 21:57:57,,0,0,0,微博视频号,False,0,,https://weibo.com/1843773975/Q2i5pp4wY,1843773975,礁点视频,True,【#男子因桨板没电被困海上#】辽宁大连海警局甘井子第二工作站近期接到王先生报警称，自己因电动桨板电量耗尽，被困海上。海警执法员驾驶执法艇小心靠近，5分钟后，两人被安全转运至执法艇上成功脱困。详情↓（央视新闻） http://t.cn/AXv1Woa3 
,Q2hYSqJRL,2025-08-30 21:41:52,江苏,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/2277669277/Q2hYSqJRL,2277669277,泰山de来客,False,8月28日，在2025中国国际大数据产业博览会“高质量数据集主题交流活动”上，具身智能灵巧手多样抓取仿真数据集，是在国家数据局数字科技和基础设施建设司指导下，由银河通用介绍发布，DexonomySim专为具身智能机器人灵巧抓取任务设计，包含超过950万条高质量抓取姿态，覆盖超1万个物体与31种常用抓握类型，涵盖人类抓握分类法中约94%的类型，是当前具身智能领域开源的最大规模灵巧手操作高质量合成数
,Q2hYckkIc,2025-08-30 21:40:11,广东,0,0,0,,,,"贵州,数博会",https://weibo.com/7864363905/Q2hYckkIc,7864363905,股悦然,True,算力领域密集迎大事件！行业传递“提质”信号，业内关注算力资源供需短期失衡近期算力领域密集迎来大事件，国家层面正不断传递算力行业“提质”的重要信号，本周国务院“人工智能+”顶层文件出台，指出强化智能算力统筹在内的基础支撑能力，2025数博会期间，国家数据局正式发布全国一体化算力网监测调度试验验证平台；国家信息中心、贵州贵安新区管委会等共同发起《关于进一步强化“东数西算”工程算力枢纽协同发展的联合倡
5205453724191967,Q2hSkhAwn,2025-08-30 21:25:43,发布于 贵州,0,0,0,iPhone 15 Pro Max,False,1,,https://weibo.com/1451725654/Q2hSkhAwn,1451725654,竞技西南,False,8月30日，2025虚拟F1中国公开赛贵阳大奖赛总决赛在贵阳国际会议展览中心举行。 
,Q2hOXlFzB,2025-08-30 21:17:25,浙江,0,0,0,,,,"贵州,数博会",https://weibo.com/1908417784/Q2hOXlFzB,1908417784,遂昌快活林,True,算力领域密集迎大事件！行业传递“提质”信号，近期算力领域密集迎来大事件，国家层面正不断传递算力行业“提质”的重要信号，本周国务院“人工智能+”顶层文件出台，指出强化智能算力统筹在内的基础支撑能力，2025数博会期间，国家数据局正式发布全国一体化算力网监测调度试验验证平台；国家信息中心、贵州贵安新区管委会等共同发起《关于进一步强化“东数西算”工程算力枢纽协同发展的联合倡议》，记者还在数博会现场注意
,Q2hLbkZHk,2025-08-30 21:08:06,上海,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/7551240894/Q2hLbkZHk,7551240894,久事体育,True,乘数博之势，启数字新程！2025虚拟F1中国公开赛贵阳大奖赛圆满收官！，智启发展新篇”为主题的2025中国国际大数据产业博览会在贵阳国际会议展览中心圆满落下，作为重要官方活动之一的2025虚拟F1中国公开赛贵阳大奖赛，也在历经三天的激烈比拼后迎来收官，🏆经过激烈角逐，来自极限巅峰领航者的唐天宇成功登顶最高领奖台，同时，该车队也凭借积分优势，获得本届赛事车队冠军！，这场科技与体育的激情碰撞，在为
5205446841079003,Q2hHe4wHh,2025-08-30 20:58:22,发布于 广东,0,0,0,微博手机版,False,0,,https://weibo.com/6450367173/Q2hHe4wHh,6450367173,快兰斯24小时财经直播2,False,实时播报： 【2025数博会100个数字经济项目实现供需对接】2025中国国际大数据产业博览会今天在贵州贵阳闭幕。本届数博会聚焦数据产业、人工智能等领域进行供需对接，涉及100个数字经济项目，吸引投资463.36亿元；围绕数据基础设施等方面，发布行业标准、报告、技术成果等90项。（央视新闻） 
5205446261475600,Q2hGi6bS0,2025-08-30 20:56:04,发布于 北京,0,0,0,微博网页版,False,0,,https://weibo.com/1454038577/Q2hGi6bS0,1454038577,方正之间,True,在2025中国国际大数据产业博览会期间，中国科学院地球化学研究所于8月29日发布“月球科学多模态专业大模型V2.0”。这一嵌入式专业大模型的构建，为“数字月球”云平台赋予了高效运转的“智慧大脑”。按照项目规划，“数字月球”云平台将于2027年完成建设，并面向全球开放共享。 
5205441408932109,Q2hysBtEh,2025-08-30 20:36:47,发布于 广东,0,0,0,微博手机版,False,0,,https://weibo.com/7361007307/Q2hysBtEh,7361007307,快兰斯商品,False,实时播报： 【2025数博会100个数字经济项目实现供需对接】2025中国国际大数据产业博览会今天在贵州贵阳闭幕。本届数博会聚焦数据产业、人工智能等领域进行供需对接，涉及100个数字经济项目，吸引投资463.36亿元；围绕数据基础设施等方面，发布行业标准、报告、技术成果等90项。（央视新闻） 
,Q2hwgBrUa,2025-08-30 20:31:23,广东,0,0,0,,,,"贵州,数博会",https://weibo.com/6267540448/Q2hwgBrUa,6267540448,锦鲤小婷姐,True,算力领域大事件密集，行业聚焦“提质”与供需短期失衡，近期算力领域大事件频出，国家层面持续释放算力行业“提质”的关键信号，本周国务院出台“人工智能+”顶层文件，明确提出要强化包括智能算力统筹在内的基础支撑能力；2025数博会期间，国家数据局正式上线全国一体化算力网监测调度试验验证平台，国家信息中心、贵州贵安新区管委会等单位还联合发起《关于进一步强化“东数西算”工程算力枢纽协同发展的联合倡议》，在数
5205439753226993,Q2hvNdxuh,2025-08-30 20:30:12,发布于 广东,0,0,4,微博手机版,False,0,,https://weibo.com/5051077448/Q2hvNdxuh,5051077448,快兰斯24小时财经直播,True,实时播报： 【2025数博会100个数字经济项目实现供需对接】2025中国国际大数据产业博览会今天在贵州贵阳闭幕。本届数博会聚焦数据产业、人工智能等领域进行供需对接，涉及100个数字经济项目，吸引投资463.36亿元；围绕数据基础设施等方面，发布行业标准、报告、技术成果等90项。（央视新闻） 
,,2025-08-30 20:30:00,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/ttarticle/p/show?id=2309405205439725043768,2719969734,上海宝山发布,False,8月27日，在贵州省贵阳市举办的2025中国国际大数据产业博览会“数字政府”交流活动中，由宝山区政务服务中心报送的“‘宝你HUI’AI小宝：构建‘AI+数据要素’双引擎驱动的智能政务服务新范式”，大赛上海分赛城市治理赛道最具应用实践奖之后，再次斩获的一项殊荣，**荣获中国信息协会数据要素应用创新大赛“数据要素赋能数字政府建设”赛道二等奖**，这是“宝你HUI”AI小宝3月底正式发布以来，6月份入
,Q2hvxcPAD,2025-08-30 20:29:34,北京,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5257847402/Q2hvxcPAD,5257847402,经观APP,True,2025数博会100个数字经济项目实现供需对接，据央视新闻客户端消息，2025中国国际大数据产业博览会今天在贵州贵阳闭幕，本届数博会聚焦数据产业、人工智能等领域进行供需对接，涉及100个数字经济项目，吸引投资463.36亿元；围绕数据基础设施等方面，发布行业标准、报告、技术成果等90项。
,Q2hmO4AFP,2025-08-30 20:08:04,,0,0,0,,,,"贵州,数博会",https://weibo.com/2707274307/Q2hmO4AFP,2707274307,贵州共青团,True,8月28日至30日，2025数博会在贵阳举办，本届数博会设置了数智领航馆、数智基建馆、数智服务馆、数智应用馆、数智创新馆、数智体验馆6大主题展馆，每个展馆都亮点满满，当在DeepSeek输入“最有趣、最前沿、最有用、最有互动感”等关键词后，它生成了一份干货满满的参观攻略！#2025数博会太好逛了##2025数博会亮点盘点#。
,Q2hj33KCc,2025-08-30 19:58:48,浙江,0,0,0,,,,"贵州,数博会",https://weibo.com/6238621305/Q2hj33KCc,6238621305,萨格_罗斯,True,算力领域密集迎大事件！行业传递“提质”信号，业内关注算力资源供需短期失衡近期算力领域密集迎来大事件，国家层面正不断传递算力行业“提质”的重要信号，本周国务院“人工智能+”顶层文件出台，指出强化智能算力统筹在内的基础支撑能力，2025数博会期间，国家数据局正式发布全国一体化算力网监测调度试验验证平台；国家信息中心、贵州贵安新区管委会等共同发起《关于进一步强化“东数西算”工程算力枢纽协同发展的联合倡
5205407011702975,Q2gEZ791l,2025-08-30 18:20:06,发布于 北京,0,0,3,微博 weibo.com,False,0,,https://weibo.com/7867593842/Q2gEZ791l,7867593842,来自天翼云的云宝,True,【又亮相央视《新闻联播》！】科技风暴来袭，创新成果闪耀！8月28日，#2025中国国际大数据产业博览会#在贵州贵阳开幕，@中国电信 以“优数精算 星辰智惠”为主题参展。#天翼云# #数智国云 共谱新篇##算力即国力#  http://t.cn/AXvDmKSZ 
5205406248862529,Q2gDKBby1,2025-08-30 18:17:04,,0,0,0,,False,0,,https://weibo.com/1750349224/Q2gDKBby1,1750349224,贵阳交通广播,True,#2025数博会#【汤寒林：在贵阳贵安打造国有数据代运营“中国样本” 】『2025数博会｜汤寒林：在贵阳贵安打造国有数据代运营“中国样本”』http://t.cn/AXvDaIiF 
,Q2gDuESDt,2025-08-30 18:16:26,,0,0,0,,,,"贵州,数博会",https://weibo.com/1750349224/Q2gDuESDt,1750349224,贵阳交通广播,True,8月28日至30日，2025数博会在贵阳举办，本届数博会设置了数智领航馆、数智基建馆、数智服务馆、数智应用馆、数智创新馆、数智体验馆6大主题展馆，每个展馆都亮点满满，当在DeepSeek输入“最有趣、最前沿、最有用、最有互动感”等关键词后，它生成了一份干货满满的参观攻略！#2025数博会太好逛了##2025数博会亮点盘点#。
,Q2gBT452v,2025-08-30 18:12:28,,0,0,0,,,,"贵州,数博会",https://weibo.com/5167503212/Q2gBT452v,5167503212,贵州日报官微,True,8月28日至30日，2025数博会在贵阳举办，本届数博会设置了数智领航馆、数智基建馆、数智服务馆、数智应用馆、数智创新馆、数智体验馆6大主题展馆，每个展馆都亮点满满，当在DeepSeek输入“最有趣、最前沿、最有用、最有互动感”等关键词后，它生成了一份干货满满的参观攻略！#2025数博会太好逛了##2025数博会亮点盘点#。
,,2025-08-30 17:53:45,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/ttarticle/p/show?id=2309405205400382472361,2423484023,cboq5842065,False,——从“冷冰冰”的字节到炽热的产业动能，大数据如何成为中国经济的新引擎，https://wx3.sinaimg.cn/large/90736e77gy1i4tz931u0sj241l2p24qq.jpg，你有没有想过，未来的石油不在地下，而在你指尖，就在贵阳，2025中国国际大数据产业博览会热闹开幕，1.6万名嘉宾、375家中外企业齐聚一堂，六大展馆闪耀登场，简直是数据界的“奥运会”，今年的数博
,Q2gtszQMx,2025-08-30 17:51:43,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5562580164/Q2gtszQMx,5562580164,数博会,True,8月29日，2025中国国际大数据产业博览会“算力聚势，交流活动发布了《关于进一步强化“#东数西算#，研究报告；开展了“算驱新动能，数聚新生态”和“培育#新质生产力#，，共创算力新未来”对话；举行了相关合作项目签约仪式。
,,2025-08-30 17:50:19,广东,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/ttarticle/p/show?id=2309405205399518708128,2379582695,hubeczb2,False,——从“冷冰冰”的字节到炽热的产业动能，大数据如何成为中国经济的新引擎，https://wx3.sinaimg.cn/large/8dd58ce7gy1i4tz8sfupoj241l2p24qq.jpg，你有没有想过，未来的石油不在地下，而在你指尖，就在贵阳，2025中国国际大数据产业博览会热闹开幕，1.6万名嘉宾、375家中外企业齐聚一堂，六大展馆闪耀登场，简直是数据界的“奥运会”，今年的数博
,,2025-08-30 17:50:09,广东,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/ttarticle/p/show?id=2309405205399476502689,2379582695,hubeczb2,False,——从“冷冰冰”的字节到炽热的产业动能，大数据如何成为中国经济的新引擎，https://wx3.sinaimg.cn/large/8dd58ce7gy1i4tzc1lvssj241l2p24qq.jpg，你有没有想过，未来的石油不在地下，而在你指尖，就在贵阳，2025中国国际大数据产业博览会热闹开幕，1.6万名嘉宾、375家中外企业齐聚一堂，六大展馆闪耀登场，简直是数据界的“奥运会”，今年的数博
,Q2gsNwyGN,2025-08-30 17:50:04,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5562580164/Q2gsNwyGN,5562580164,数博会,True,8月29日，2025中国国际大数据产业博览会“数智无界·开放式创新驱动产业跃迁”交流活动在筑举行，交流活动上，与会嘉宾通过主旨演讲、圆桌对话、路演分享等方式，交流思想、分享经验、对接资源，共同探讨了“数智无界”下的创新解决方案。
,Q2gs67BUv,2025-08-30 17:48:20,,0,0,0,,,,"贵阳,数博会",https://weibo.com/5562580164/Q2gs67BUv,5562580164,数博会,True,8月28日，2025数博会“公共数据开发利用”交流活动在贵阳国际会议展览中心举行，活动以“公共数据开发利用的体系化构建”为主题，来自政、产、学、研的代表300余人齐聚一堂，共同就#公共数据#。
,Q2gs1heCM,2025-08-30 17:48:10,贵州,0,0,0,,,,"贵阳,数博会",https://weibo.com/5234281551/Q2gs1heCM,5234281551,H_HAthaway_,False,数博会圆满ending ​​贵阳 IMG: 泰蹈大数强交易所 贵人# IMG: OIMG: H30 intel 智跃迁 O@H HAthaway IMG: 工 @H HAthaway
,Q2grk7GXO,2025-08-30 17:46:27,,0,0,0,,,,"贵阳,数博会",https://weibo.com/5562580164/Q2grk7GXO,5562580164,数博会,True,8月29日，2025数博会数据标注高端对话暨供需对接会在贵阳国际生态会议中心举行，发布多项重要成果，20余家企业达成合作协议和合作意向，签约金额达7.2亿元，本次对接会以“数智赋能·标注未来”为主题，吸引全国13个省市级数据管理部门、263家数据标注相关企业参加，对接会上，国家数据标注专业委员会成立，高质量数据集飞轮计划启动，《数据标注产业发展研究报告2025》发布，《星海·高质量数据集工具链》
,Q2gqTwY1P,2025-08-30 17:45:24,,0,0,0,,,,"贵州,数博会",https://weibo.com/5562580164/Q2gqTwY1P,5562580164,数博会,True,8月28日，2025数博会“大数据统计”交流活动在贵州财经大学举行，智统新黔绩”为主题，本次活动汇聚了国家统计局相关领导、学界权威与业界精英共研前沿技术在统计领域的融合应用，活动通过“主题演讲、圆桌对话、成果发布、院士报告”四大核心环节，构建起“#产学研用#，”一体化交流机制，既集中展示了当前#大数据统计#，领域的实践成果，更聚焦统计改革创新的关键方向，为行业迈向高质量发展新阶段提供思路支撑。
,Q2go23gUc,2025-08-30 17:38:20,贵州,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5214586735/Q2go23gUc,5214586735,穿越贵州,False,8月28日，2025中国国际大数据产业博览会在贵州贵阳开幕。本届数博会以“数聚产业动能　智启发展新篇”为主题，将举办26场交流活动和34场系列特色活动，1.6万余名嘉宾注册参会，375家中外企业参展。第84位 深越贵州 丰中国南才电型
,Q2gnW8DZf,2025-08-30 17:38:06,贵州,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5228348030/Q2gnW8DZf,5228348030,V眼看贵州,True,8月28日，2025中国国际大数据产业博览会在贵州贵阳开幕。本届数博会以“数聚产业动能　智启发展新篇”为主题，将举办26场交流活动和34场系列特色活动，1.6万余名嘉宾注册参会，375家中外企业参展。第84位 丰中国南才电网
,Q2gnQf6hh,2025-08-30 17:37:52,贵州,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5213999442/Q2gnQf6hh,5213999442,聚焦贵州美食,False,8月28日，2025中国国际大数据产业博览会在贵州贵阳开幕。本届数博会以“数聚产业动能　智启发展新篇”为主题，将举办26场交流活动和34场系列特色活动，1.6万余名嘉宾注册参会，375家中外企业参展。第84位 丰中国南方电型
5205396320685309,Q2gnK2Shn,2025-08-30 17:37:37,,0,0,0,微博网页版,False,0,,https://weibo.com/1961097701/Q2gnK2Shn,1961097701,知知贵阳,True,2025数博会｜汤寒林：在贵阳贵安打造国有数据代运营“中国样本”http://t.cn/AXvDaIiF 
,Q2gmJFErq,2025-08-30 17:35:09,贵州,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/5228347419/Q2gmJFErq,5228347419,贵阳身边事,True,8月28日，2025中国国际大数据产业博览会在贵州贵阳开幕。本届数博会以“数聚产业动能　智启发展新篇”为主题，将举办26场交流活动和34场系列特色活动，1.6万余名嘉宾注册参会，375家中外企业参展。第84位 阳身边事 丰中国南方电网
,Q2gmhDzJ6,2025-08-30 17:34:02,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/7494121581/Q2gmhDzJ6,7494121581,中国数谷,True,8月28日，2025中国国际大数据产业博览会在贵州贵阳开幕。本届数博会以“数聚产业动能　智启发展新篇”为主题，将举办26场交流活动和34场系列特色活动，1.6万余名嘉宾注册参会，375家中外企业参展。第84位 丰中南方电网
5205393137469740,Q2giBvldG,2025-08-30 17:24:58,,0,0,0,荣耀90 GT,False,5,,https://weibo.com/2696243423/Q2giBvldG,2696243423,观山湖公安,True,8月28日，2025中国国际大数据产业博览会在贵阳国际会议展览中心盛大举办。贵阳市公安局观山湖分局按照“严之又严、细之又细、实之又实”的工作要求，多部门协同构建“外畅内安”的立体化防控格局，全力护航数博会的顺利举行。@贵州警民携手同行 @贵阳公安 @观山湖政法 
,Q2ghMm09b,2025-08-30 17:22:56,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/7494121581/Q2ghMm09b,7494121581,中国数谷,True,8月30日，由国家数据局主办、贵州省人民政府承办的2025中国国际大数据产业博览会，本届数博会为期4天，举办了26场交流活动和34场系列特色活动，1.6万余名嘉宾注册参会，375家中外企业参展。
,Q2gfwAUG6,2025-08-30 17:17:23,贵州,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/6369869074/Q2gfwAUG6,6369869074,张华no,True,说白了，数博会就是各大互联网以及与互联网相关的企业针对自己开发的系统产品的推销会，今天在中国电信的展区看到一个关于开发建设返贫困人口信息监测系统的单元，我很感兴趣并主动的走上去与工作人员交流，因为这几年我家就是贵州省精准扶贫政策返贫监测户，对于该系统具体怎么运行，返贫监测的要素与标准是什么，该系统的运行效率与安全性能如何等等，都是我想了解的，我知道，这样的系统的目标客户肯定不是私人与企业，而是政
5205386856762806,Q2g8tsnjw,2025-08-30 17:00:01,,0,1,1,微博视频号,False,0,,https://weibo.com/2553604372/Q2g8tsnjw,2553604372,福州新闻网fznews,True,#福州新闻[超话]# 【央视关注福州：爱情岛上登记结婚 浪漫夜游甜蜜升温】#网络中国节# 这两天，在福建福州，当地以闽江为轴，打造了一系列围绕“爱情”的浪漫体验和文旅新场景，吸引了许多市民游客打卡。 http://t.cn/AXvDLC6i 
,Q2g8thmOZ,2025-08-30 17:00:00,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/2473528064/Q2g8thmOZ,2473528064,贵阳市文化和旅游局,True,8月27日，在2025中国国际大数据产业博览会现场，一块会“说话”的大屏前围满了好奇的观众，正热情回答市民问题黔灵山公园建议从东门进，路上还能遇到猕猴哦！，屏幕中，一位身着苗族盛装，形象亲切、表情灵动的“小女孩”正热情回答市民问题：“黔灵山公园建议从东门进，路上还能遇到猕猴哦！”——它，就是贵州首个旅游大模型智能体“黄小西”。
,Q2g8fgkFa,2025-08-30 16:59:27,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/3917575895/Q2g8fgkFa,3917575895,中国新闻社贵州分社,True,贵阳贵安图灵小镇：打造中国智算产业“新高地”此间进行的2025中国国际大数据产业博览会上，由贵安发展集团、新华三集团主办的人工智能产业创新发展交流活动暨贵阳贵安图灵小镇成果发布会日前举行，智启新篇”为主题，政府官员、专家学者和企业代表等齐聚一堂，深度探讨AI和智算产业发展等核心话题，发布贵阳贵安图灵小镇阶段性成果，进行战略签约。
,Q2g7tsukq,2025-08-30 16:57:33,,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/3917575895/Q2g7tsukq,3917575895,中国新闻社贵州分社,True,8月29日，2025中国国际大数据产业博览会“公共数据开发利用”交流活动举行，以“公共数据开发利用的体系化构建”为主题，政府官员、专家学者、企业代表聚焦公共数据价值化全链条协同的关键环节展开深度研讨，国务院原副秘书长江小涓说我国公共数据共享和开放还有很大空间，专家：我国公共数据共享和开放还有很大空间2025中国国际大数招产业博会。
,Q2g5qs7rV,2025-08-30 16:52:30,浙江,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/7540794262/Q2g5qs7rV,7540794262,在有趋势的风语者,False,8月28日，2025中国国际大数据产业博览会，此次数博会由国家数据局主办、贵州省人民政府承办，以“数聚产业动能，智启发展新篇”为年度主题，重点举办专业展览，配套举办开幕式、行业交流活动、行业赛事、系列特色活动等，作为华为云战略合作伙伴，四维图新应邀参展，在华为云展区带来多款辅助驾驶、数据合规闭环、车道级导航等最新解决方案，展示其携手华为云共探智行之路，期间，四维图新还深度参与华为云主办的“202
,Q2g5b6lTW,2025-08-30 16:51:53,湖北,0,0,0,,,,中国国际大数据产业博览会,https://weibo.com/1950292293/Q2g5b6lTW,1950292293,莲子豆豆,True,在2025中国国际大数据产业博览会期间，中国科学院地球化学研究所于8月29日发布“月球科学多模态专业大模型V2.0”，这一嵌入式专业大模型的构建，为“数字月球”云平台赋予了高效运转的“智慧大脑”，按照项目规划，“数字月球”云平台将于2027年完成建设，并面向全球开放共享。
